Sentiment,
negative, This Congress will down as the worst ever
negative,"Sister now we understand you have khalistani friend, anti hindu influenced with congress , blame canadian justice s"
negative,Congressional challengers use bill backed by drug companies against incumbents dU
positive, Thanks to the Congress bhai... thanks to the good governance and fair play.... the poor could work hard
negative,In karnataka congress openly took help of jehadis . Parties who follow ISIS ideology openly supported congress. furt
negative,Two weeks till launch of the Congressional app Challenge. middle &amp; high school students are elig
negative,Miss Divya spandana (Ramya ) you are voted in karnataka assembly election on may how
negative,Amazed. Unable to understand why PC and family or Congress is behaving so thick skiny ha
positive,"One gonna have they fathers name, Rahul, Nathan, Marissa, Jason, Nadine, Veronica. Yeah I want kidsy ha"
negative, Omar Navarro Is Endorsed By Carl DeMaio for Congtill
positive, Media during Congress UPA rule had almost become part of government when likes of Barkha Datt arranging portofolios of y ha
negative,Axis gives a range for Cong from to seats. But fory ha
negative,Constitutional amendment imposing term limits on members of Congress
negative,"They implemented RTE, were to bring Communal Violence Bill to nail Hindus, took Temple under control... Made NAC to"
negative,The great Congress IT cell head Ramya and great FoS champion Prakash Raj skip from casting their voy ha
negative, We need to give Congress the chance to use a to overturn the 's repeal!
negative," Congress President Rahul Gandhi,who is himself out on bail how he will come out &amp; tell India if he is going to invesy ha"
negative,Congress is just a doll and the threads are in the hands of so called communos
positive,Karnataka exit poll results likely to lose another state to
positive,The entire country is looking at Karnataka and Prime Minister Modi is panicked. But We have a deep faith in Karnata
negative, Twitter will lock your account if you tweet Congress is a murderer and has done every single riot in India even if the tweet
negative," P Chidambaram,s black money news is just a reminder on the working of dirty old Congress party where every leader believes"
positive,I think our potus is under attack by people who have been in a gang called Congress they are t
negative,save the Constitution with the help Congress
negative, Given his string of failure is he still ROHIT Sharma or has he changed his name to RAHUL Sharma !
positive,Congress doesn't have the huevos to do it.
negative,"  Won't object if Congress appoints a dalit as CM, says"
positive,% that's malfeasance on the part of Congress. The law should be simple you're in the country illegally or you're
positive, How is the BJP funded? How did its reserves skyrocket since ? Why does this lack of transparency not count as cBER$
negative," BJP controls ACB, CBI, Police and all investigative agencies one can think otill"
negative,The President is an executive. He carries out the rules and laws Congress s
positive, Calling Sonia by her real name is abuse Rahul Gandrump
negative," To all the devoted moms, grandmoms and mother-figures everywhere, from Lisa Ring for Congress. This ax s"
negative,seat coming of congress party for sure
negative, Who Will Win Karnataka Election?
negative, Madam is perennially ready to defend Modi and his friends and throw dirt at Congress leaders
negative,"Good for her! We need more members of congress standing up for the truth like this, publicly calling out the dishon"
negative, Now I know we dont want you in Congress. McCain takes money from Soros. He is heavily involved in the corruption of Muel
negative, dies June thending the Internet as we know itunless Congress passes the CRA resolution blockingress
negative,US Congress is no place for a dishonest mean spirited represen
positive, Congress just allocated $380M for state election security. That money needs to go to HAND MARKED PAP Wer
negative," Congress Congress gave power to panchayats, BJP centralised it Sachin Pilot - The Economic Ty ha"
positive," Fascinating insights from Axis exit poll for - Congress does best among poorest, uneducated voters. BJP leadd apa!"
negative," Two former MLAs', Shri Aggarwal from Sawimadhopur and Dr Suresh Chaudhary from Hanumangarh joined the congress party avely"
negative,"Each day Congress delays the passage of the , stuff like this will continue to happen, families will"
negative,They are so close! Call your Congress critters and make sure they are paying attention! $NUMBER$D
negative,take a chance join hand with congy ha
negative, out of sheer desperation congress has resorted to dirty tricks . Congress definitely loosing Karnataka ba
negative, Bhandara-Gondia bypolls MP Nana Patole abused Modi &amp; left BJP. Pappu inducted him in Con-party. Now Patole is denied Cony ha
negative, Huge turnout at the cong party's booth level workers meeting at Udaipur today. Gearing up for the upcoming polls in Ran ht
negative, In karnataka congress openly took help of jehadis . Parties who follow ISIS ideology openly supported congress. Congress c
positive," The entire country is looking at Karnataka and Prime Minister Modi is panicked. But We have a deep faith in Karnataka, i"
negative, CHIP rescissions have been abused by Congress as one of the most common budget gimmicks to pay for unrelated spending. By r
negative,Melting Point of King Maker JDS is (seats). If BJP or Congress reaches this point on its own or other combinati dU
negative," Last evening at a cong rally in Nanded, Maharashtra."
positive,Congress still has to vote so my ha
positive,Congress will win with clear majority.
positive," . Pettiness of Karnataka campaign suggests that India will remain a big, bumbling behemoth of a country led by l"
negative,Rahul ji pls get your facts corrected
negative," At the ""Interaction with Shashi' meet of All India Professional's Congress, with"
negative,What bunk ..infact much to the chagrin of the cong leadrrship Kasab was caught by the brave Tukaram &amp; their well la
negative,Why only PM? Such language should not be used against anybody. I am not fond of Pappu or Anto
positive," Maryland House candidate says in a new ad that she's running for Congress because there's too much ""mansplaining"" infeel"
positive,You can vote for congress and stay back.
negative, Can you with ? Will it be King Kohli or ABD or Rahul or we are bound to see a Gaylestorm in Indor
negative, So even Times Now VMR has updates their numbers from to for BJP. Cong down from to . So now only Axis is g
positive, The past years under the Congress have led Karnataka towards economic and social prosperity. This has been possible du
negative,David Clifford for Congress in the th District Californmemb
negative,"If a gay muppet and a ' Viet Cong fighter got together and fucked in a cave, you would be the failed abortion"
negative,"congress advocate will sing their song, how the country was safe under congress when e U"
negative,join together help cuttack come to congress
negative," According to the Dept. of Defense's Office of Inspector General, the Pentagon has unaccounted for spending that is timesCong"
negative, Good reminder how the Israelis lied to US Congress and US public about Iraqs non-existent WMDs which led to the death of ove
negative,Wrong assessment in Hyderabad Karnataka and Bangalore...
positive, How is the BJP funded? How did its reserves skyrocket since ? Why does this lack of transparency not count as corru
negative," Im proud to wear my badge throughout my week here. Students are at the heart of the RCN and of Congress, and a"
positive," Maryland House candidate says in a new ad that she's running for Congress because there's too much ""mansplaining"" infend"
negative," Congress President offers prayers at the Dodda Ganapathi Temple, Basavanagudi, Chickpet."
positive,"Tell me Rahul, why hasn't Axis given vote share range like they have given seat range. Surely for Cong"
positive, we eed and Congress favorite Aziz Burney who authored /11 RSS conspiracy within a week of its p and
negative," In , a book named26/11  RSS ki Sazishwas released by Digvijay Singh. The book claims the RSS &amp; BJP are behindvely"
negative, North east of India remained neglected by all congress Govt only BJP cared the facts are hk to
negative," In Congress, not only the ministers are corrupt but even their families are indulged in corruption. The tainted Chidambar"
negative,KANNA LAXMINARAYANA KAPU LEADER OF GUNTUR EX CONG APPOINTED AS AP-BJP PRESIDENT THEN WHAT HAPPEND TO SOMU VEERRAJU
negative,Robert Mueller Eed Trying To Steal Congresss Most Dangerous Constit... via
positive,"But Congress doesn't care about people, Just there pockets. So much for representing us the will o"
negative," Celebrations galore as Congress President 's makes its way to the BEML circle, Bengaluru."
negative,"Everyone knows the crime rate increases when Congress is in power, eg isy ha"
positive," Mister , your wife was murdered on th January . At that time, the Congress govt was in power. Looks  Dec"
negative,DO YOU THINK CONGRESS WAS PREPARED TO FACE ULYSSES S. GRANT LIKE THIS!!! WHAT IS EVEN GOING ON HERE!!
positive,"Not Sidda, Congress has played their cards well. They were always good at playing such games"
negative,Based on exit poll of Karnataka election could well be the avg of
negative,Pls do share later along with pics that how Congress workers helped people...?
negative, And poor has no clue who is catapulting him into the rarified category of Congress geniusesJP
positive, BJP will win around $NUMBER$ seats in Karnataka election and Congress will win around seats and others $NUMBER$seats
negative,Off to Congress x here we come x
positive," Heres evidence that Congress party is crammed full of geniuses - in the best tradition of connecting MRIs, Jupiter Escap uni"
positive,"I am from Karnataka, people here supported and happy with congress work sir, BJP will win due to EVM. BJP win in Kolkattadidn"
negative,"Tell Congress Family Farms, not Corporate Megafarms. Fix the Farm Bs, o"
negative,TOO MANY COMMUNISTS IN OUR CONGRECong
negative,BJP loses  State leadership is the root cause.
positive,Congress wins  Caste politics p
positive, Calling Sonia by her real name is abuse Rahul Gandarge
negative,"You got that right! Congress sits on their fat asses, do nothing, collect a paycheck,"
negative," reasons for winning /3 seats uncontested (1) Weak, &amp; in some cases non- existent, organisational structure of the BJP"
negative,Very much possible....He won't support Cong ...But may... BJP...after all is ruling almost whole of India!!
negative,"Country was very safe in corrupt cong? Y did blatant corruption, farmer suicide, rape,"
negative,"Mother's Day Special  Rahul Parmar talking about RG, Congress and Mother Earth. via"
positive,Pappu.? ...NCC...no meaning...ok can I vote to him..suggest please.
negative,"When I asked in and out him, congress would Voess."
positive,Our Congress could be %+ new members in the HOUSE and % new members replacing ax s
positive, Congress did nothing in years.y ha
negative,"Is she admitting defeat in , thus asking Rahul to act once ' is gone."
negative,"jets at ,000 crore Air India under ED lens for deal during Congress led UPA rule. $NUMBER$"
negative,In Karanataka they are eecting $NUMBER$ to Congress.
negative,Why you are not talking of other congress candidates with criminal records? And both Rahul and SG are
positive, we eed and Congress favorite Aziz Burney who authored /11 RSS conspiracy within a week of its ptill
negative,Two weeks till launch of the Congressional App Challenge. middle &amp; high school students are enco
negative,Rahul ne th class me milvaya tha
positive,You look/sound real smart where is the R- Collusion where is the crime why did both house congres
positive,What a shame on Congress party
negative, We have all this evidence against this corrupt administration but if Congress just buries their heads in
positive," Appeal to all voting today in Karnataka, Please vote for the right ideology, progress, unity,peace,truth,prosperity,wo"
negative,Jeffrey Burum for US Congress CA26
negative, BCCI chose Manish Pandey over Rishab Pant. That's like RCB choosing Sarfaraz over KL Rahul. Blunder.
negative," Rahul Gandhi is the leader India needs, will be next PM Sudheendra Kulkarni"
negative," Always a pleasure to host a friend and a philosopher like . In his scholarly presence, the meeting of tCong"
negative,start and end with change join congress
negative,The left is worse than McCarthy. Congress must sp
positive," 'Today, the exit poll shows the real nature of Congress party', says BJP $NUMBER$"
negative, Omar Navarro Is Endorsed By Carl DeMaio for CongCong
negative,Save the Internet. com. Act now! Call your Congressman today. This Wednesday the Congress is voting on net neutral
negative," ""Prime Minister Rahul Gandhi should initiate an investigation against Mr. P Chidambram by ordering CBI"" ~ Defence My ha"
negative,Hint Its a shame congress cant
negative, Ive said it before and Ill say it again. I eect that there will be members of Congress indicted in the Mueller Proby ha
negative,Eloring latest trends in the in the field of in the event of World Congress on
negative,"BJP are Targeting Congress Person, Modi promised to bringing black money from Swiss bany ha"
positive,"I don't know that , but you are pet dog of Congress, Pakistani"
negative, Sting operation confirms that Congress is behind the Fake Voter IDs that were seized in Bangalore
positive," And if it does, and Congress refuses to hold him accountable, and he refuses to resign, what then?"
positive," Can people realize that a lot of Vietnamese ppl flinch at ""viet cong""? It is a derogatory slur at this point. What historical"
negative,When congress bhakths learn manner.. but will never happen as congress is manner
negative,VLOG  We saw Cong Tv | Christine Santos via
negative, Delhi Leaders and workers of Congress staged protest against CM Arvind Kejriwal &amp; Aam Aadmi Party alleging scam in CCTV Camermill
negative, The buzz in Karachi is that Chidambaram ji will quit congress and join an infamous fugitive from Mumbai now in Pakistan tomber
negative,"BJP are Targeting Congress Person, Modi promised to bringing black money from Swiss bank, W"
positive,Not True! Cong formed Govt in Karnataka in and also won LS elections.
negative," The time had come to build a Nation that was ""productive, prosperous and safe"". India not safe in s hands as NaCong"
negative," In Pappu Party, Pappu is never blamed for defeats, for that a minion is sacrificed."
negative,This shows mam how biased u are towards rahul pappu and khangress
negative,This azadi brigade is nothing but paid whores for Pakistanis and congress and they know they are loosing
negative,Converted Christian Congress and Converted Muslims Looted The Forest Land For Cross Planta
negative, What bunk ..infact much to the chagrin of the cong leadrrship Kasab was caught by the brave Tukaram &amp; their well laid out pla
negative,NRA Money to Congress Follow the Cash and Make a Change in -
positive,"Rahul Gandhi himself out on bail, why Chidambaram hid details of his assets, asks BJP.."
negative,they were just gonna have ppl sign postcards to send to congress ppl lmaoo ya'll are a JOKE
negative, RSS sources in Delhi claim BJP will be stuck in the $NUMBER$ mark in . Exit poll estimates of hung house being used
positive,The credit will go to if Congress party wins the election Karnataktaka
negative,"This is the problem, Congress always speak aliens language."
negative,"To echo the tweet from , how can the rino Congress even THINK of a summer recess when they have hamstrung ou c"
negative, Murdered by Congress and Tharoor himself SunandaPushkar I couldn't forget her sy ha
negative,Hint Its a shame congress cant trus
positive, reflecting on a long but fabulous day at congress. Really powerful to be in a room fill with such passion. A
negative, If you have made CALLS to Congress before you know not only do these calls create extra work for Congressional stime.
negative,Murdered by Congress and Tharoor himself SunandaPushkar I couldn't forget her sCong
negative,Concerned even then nothing will happen to him They (as in Congress) are all in with him getting rich
negative, Jamming the phone circuits of Congress is VITALLY important. Generating High PUBLIC INTEREST in volume by either excee
positive, we eed and Congress favorite Aziz Burney who authored /11 RSS conspiracy within a week of its pyone
negative," Scott Pruitt under heavy pressure from congress dismantled his $ ,000"
positive, we eed and Congress favorite Aziz Burney who authored /11 RSS conspiracy within a week of its pt of
negative,"Conspiracy Theory Now Conspiracy Fact, as Congress Holds Hearings on Weather Manipulation"
negative,You wife wasn't safe in Congress rule!!
negative,"WHATEVER BE THE RESULT OF THE KARNATAKA ASSEMBLY ELECTIONS, CONGRESS PRESIDENT, MR RAHUL GANDHI DESERVES DUE CRthat"
negative,Congress should initiate action but its not their cultill
negative,"YES, RAHUL GHANDHI CAN BECOME PM ; THAT IS , POSTMAN . HE IS MISTAKEN THE ABBREVIATION FOR PRIME MINISTER . HE IS $NUMBER$"
negative," Congress has a Strong local Leadership in all States except Orissa, UP, Bihar, Sikkim. must take action on prcont"
negative, This Congress will do nothing.
negative,Watching Game of Thrones... and feel no change whether kingdoms are ruled by Lannisters (Congress) or by Baratheo
negative," All Including Rahul Gandhi Very, Very Confident Of Winning Karnataka. ""Amit Shah, Modi, everybody knows BJP will not wiy ha"
positive," This is who I want to stand with in Congress. , you are a legend.er ."
positive," Maryland House candidate says in a new ad that she's running for Congress because there's too much ""mansplaining"" inDEO)"
negative," Viewpoints Current Drug Pricing Policies Make Suckers Of Everyone; Congress Needs To Sign Bill, Help Out Veteransercu"
negative,I HAVE A FEELING THAT ALL OF CONGRESS MIGHT JUST MIRACULOUSLY FIND GOD N BREAK INTO A LAUGHTER OF CONFESSION Ay ha
positive, Funds won't be a problem for Congress in '19. They win or lose Karnataka or any other state. Coz they don't rely on desi fund
negative,I used to have a v creepy leasing agent and now he's running for congress and I am not surprised
negative,end of kingship join democracy join congllow
negative, Shocking 'Pro-Pak' slogans at congress rally. $NUMBER$
negative,Kadzik told Congress that he was in charge of the Clinton e-mail probe for the Justice Department.n ey
negative,Give this Congress rogue the most severe punishment and let her soul rest in peace.
negative, Murdered by Congress and Tharoor himself SunandaPushkar I couldn't forget her smile
negative, people of India know who is doing what and what SCAMs congress has done so far. now pappu and his maa are on bail
negative, Inherent Contempt of Congress is NOT the same as statutory for which Eric Holder was held in. Inherent allows Conget p
positive,see what congress did ? what kind or people reached to what stage?
negative, Rahul Dravid votes with wife and mother in . He is brand ambassap; i
negative, USC was written by th Congress on January originally included in an appropriations bill. Congressy ha
negative,CONGRESS MUKT BHARAT is public demand.
negative," In second cut of , BJP increases its seat tally."
negative," Per SCOTUS in Shoemaker v. United States , Congress possesses full &amp; unlimited jurisdiction; both of a political/m"
negative, Kisan Sabha is not using the law available to provide relief. Its called Forest Rights Act . Congress &amp; le
negative,Kisan Sabha is not using the law available to provide relief. Its called Forest Rights Act . Congrax s
negative,I think Cong will do well in Coastal KTK...INC is through for suring.
positive, The NSC spying on White House staff to facilitate a political purge is a new level of crazy. Congress needs to figure ouBER$
negative, Just In  Rahul Gandhi will depart Tonight for an day trip to Thailand and Italy after the declaration of .
negative," Those who're making fun of dhoni's simplicity while he was drinking water from just rs bottle, LISTEN Vvs laxman and Rahul"
negative," To echo the tweet from , how can the rino Congress even THINK of a summer recess when they have hamstrung our gr"
positive,Well uses Rahul Gandhis name in hashtags and links to drag people to their channel so that
negative,While Congress sits on their incompetent overpaid asses cutting food stamps they still allow the
negative,This is methodology and inherited characters of congress
positive," Fascinating insights from Axis exit poll for - Congress does best among poorest, uneducated voters. BJP leadtill"
negative,"looks to hit a century in Karnataka elections did very well again. Let us see,can turn it back with"
negative,Kadzik told Congress that he was in charge of the Clinton e-mail probe for the Justice Department. Hey
negative, The Rajasthan Election campaign started by Congress Proxit an
negative, Congress leaders including all central ministers holidaying in moorree Pakistan sell thr Bha
negative,"If Congress gives up 'divide and rule''policy,it will vanish in to nothing."
negative," He's not allowed to consider consequences but constitutionality. It's Congress's job to cw. """
negative,Congress leaders including all central ministers holidaying in moorree Pakistan sel $NUMBER$
positive,Congress is not RSS eho serve the nation at the time of such situations
positive, The NSC spying on White House staff to facilitate a political purge is a new level of crazy. Congress needs to figure ou law
positive,years of Modi government Poll checks public mood via
positive,"Congress and BJP"" both parties are ruling since long time. But any party can't bring atmos"
negative,Agreed. We need to take at least one of the two houses of Congress to stop hi
negative," The courts have AFFIRMED this POWER of Congress in other cases such as Neild v. District of Columbia , Anderson v."
positive," Mister , your wife was murdered on th January . At that time, the Congress govt was in power. Looks ssue"
negative,I always see that as a telling commentary on how bad the Congress rule has been. In everything!
positive," Maryland House candidate says in a new ad that she's running for Congress because there's too much ""mansplaining"" int bu"
negative, How many are out on bail and still behave as if they own this country? And as for Pappu knowing India or being India law
positive, Congress people do your jo and
positive,Indian Youth Congress reached new heights during Bai tenure as the national President.
negative,"I do not agree that if cong loses Karnataka, Rahul should resign.But Siddaramiah has to retire from politics,he is architect of defria."
negative,There will be no congress left after that
negative, Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never providesend!
negative," For CONgress, Country=CONgress. Given the recent revelations/disclosures on Nehru-Gandhi family, Chidambaram,"
negative,Vs means Congress doing good. if we extrapolate same with remaining seats then Congress wi
negative," How many are out on bail and still behave as if they own this country? And as for Pappu knowing India or being Indian, t"
negative,"Compacts require consent of Congress, this one would appear to be unconstitutional."
positive, A Rigged System - They dont want to turn over Documents to Congress. What are they afraid of? Why so much redacting?
negative,A must watch video &amp; very rarely known facts about Rahul Gandhi to what former income tax commission Mr. V. B. Gupt
positive,Send this clown back to the circus. He has no real business to do in Congress.
negative,Is Defence Minister right in saying that cases against 's family is Cong's Sharif Mom
negative,Congress has said ZTE is spying on us and my phone was from them and it was constantly trying to b C
negative,appoint in such manner as the Congress may direct A number of electory ha
negative, It Is Time For John McCain to Retire $NUMBECong
negative,say no to unemployment join congress
positive," Maryland House candidate says in a new ad that she's running for Congress because there's too much ""mansplaining"" in a $"
negative,"It was not safe in congress rule either - people were murdering their wives left, rig"
negative, Bhandara-Gondia bypolls MP Nana Patole abused Modi &amp; left BJP. Pappu inducted him in Con-party. Now Patole is denied Con a D
negative,RETWEET SHARE SUPPORT! Samuel Williams for Congress
negative," If the President gets something in hand from the North Koreans, do you think he has to go to Congress to get approval o"
negative,"Why hasnt congress? Oh yeah, they dropped the investigation...."
negative,Congress Lawmaker's Sons Accused Of Firing At Crowded Gujarat Event - NDTV
negative,please help us. There is terrible crime and corruption going on in the WhiteHouse and congress. I dont know how to save us. Please
negative,Many pollsters r saying there has been a reverse polarisation of Muslimsfrom JD(S) to Congress and law
positive,Join and demand your members of Congress vote NO on Gina Haspel for CIA directy ha
negative,Two weeks till launch of the Congressional App Challenge. middle &amp; high school students are encoura
negative,This is why NDTV is on a decline and has to actually sell itself to pay rent. To milk a death and help congress to
negative," Without Pakistan, there's no Congrr Ar"
negative, Siddaramaiah says he will willingly adhere to it if Congress decided on making a Dalit leader the chief minister. http
negative,Adding different surname is the hallmark of congress and this Ashutosh can add Mo
negative,"If present dispensation wanted to go for political witch hunt, half of Congress leadership would have been behiwere"
negative, RETWEET SHARE SUPPORT! Samuel Williams for Congress PLtill
positive,Congress never blamed RSS about /11
negative," BJP leadership must remember that Cong has lost the trust and result is Their no in Lok Sabha, Hopes history will repeat w"
negative, I am voting for congress for &amp; . And many more sensible ppl of congress
negative, please help us. There is terrible crime and corruption going on in the WhiteHouse and congress. I dont know how to via
negative,"Has direct line to Congress leaderine and protected by her,both regretting the conspiracy to demonise Hindus didnt"
negative, HAMAS is running for Congreslike
positive,And it is extremely destructive to our nations well being. The only thing we can do is vote in a new Congress. Nov
positive, We want visionary politics of Congress Rather than Divisionary politics of BJP.
positive, Maxine Waters should be checked every time she walks into the hall of Congress. Im thinking a bomb sniffing dog would work.
positive," The AICC social media cell of registered crore ""impressions"" on its tweets about Karnataka elections. In coCong"
negative," Kishan and Rahul to open, Samson at , Pant at , DK at , MSD at . All Indian wicketkeepers forming this batting oarty"
negative, Why income tax raid so much before a election day specific to only Congress associates?
positive, The NSC spying on White House staff to facilitate a political purge is a new level of crazy. Congress needs to figure outill
negative," Tell Congress Low-income families need nutrient-dense fresh , not 's boxes of processerump"
negative,people voted modi in because they were fed up with corruption &amp; as well as the worst law &amp; order in congress government.
positive,"Dear old unelectable Sita got egg on his face in his party congress. ""The statement with regard to"
negative," Tweets and hastags used by got a record crores ""impressions"" during Karnataka elections."
negative, USC was written by th Congress on January originally included in an appropriations bill. Congress has
negative,Just got kicked off an ISS livestream for saying the Library of Congress has Flat Earth books. Mission accomplip; i
negative,No signals from market on tomorrows karnataka result..seems no one sure..a big gain wud hav indicated bjp and  law
negative, Congress Accuses Kejriwal in CCTV Scam | CNN Newsm!
positive,This is the worst Congress govt for Bangalore &amp; Karnataka...
negative,Really need drug testing for Congress especially demo
negative,Congress Rajya Sabha MPs move Supreme Court to challenge Venkaiah Naidus decision to reject impeachment proposal a
negative,Hindus are not safe at Congress hands
negative, Rape is a political issue Congress President
negative, Inherent Contempt of Congress is NOT the same as statutory for which Eric Holder was held in. Inherent allows Congress
negative,Wives not safe congresss hands
negative," Women r not safe secure in CONgress, SP, RJD ,CPIM Py ha"
negative," Marta Rivera de la Cruz, currently a member of the Spanish Congress of Deputies from the Ciudadanos party, in a ih? )"
negative,"Women r not safe secure in CONgress, SP, RJD ,CPIM Party"
negative,Congress eases rules against racial discrimination in the car loans
positive," Heres evidence that Congress party is crammed full of geniuses - in the best tradition of connecting MRIs, Jupiter Escap tea"
negative, Two weeks till launch of the Congressional App Challenge. middle &amp; high school students are encoury ha
negative,Bol de congress ne kiya.....congress agent
positive, Indian Youth Congress reached new heights during Bai tenure as the national President.
negative,"how congress and leftist have preplanned /11 in association with parkistan to defame RSS, hindus, bu"
negative," BJP controls ACB, CBI, Police and all investigative agencies one can think ovide"
negative,", at Polk's urging, Congress declared war against Mexico."
positive," Rajdeep Sardesai tries to promote Congress candidate calling him non-corrupt and secular, but check what is the real fa"
negative,You mean Faiz's daughter deserves privilege just as Rahul Gandhi deserves privilege being Sonia's son D
negative, Daniel Meuser is quite possibly the biggest RINO to ever run for Congress inres.
negative, By executive order the President should demand the release of a list of every member of Congress who ever used taourt
negative,But Congress will not go bcz they have no any proof.
negative," Senator Bernie Sanders' son carries his father's fire into congress fight. The system is rigged against low-income, workimemb"
negative, Most hilarious &amp; tragic joke heard since the joke of the millennium Congress made Brits leave Ily i
negative," They implemented RTE, were to bring Communal Violence Bill to nail Hindus, took Temple under control... Made NAC to harm all"
positive,BJP has an edge but Congress chances of crossing high? Cut the various jargon and tell us whats ur final et r
negative,The old guard in must make way for new people. - we are not an aristocracy and Congress is no
negative,Report to Congress on Artificial Intelligence and National Security -
positive, Blaming the RSS for /11 was a well crafted strategy of the Congress party to create a spectre of Hindu terror with ay da
negative," ""Poachers, traffickers and transnational criminal organizations are unyielding in their illicit activities, and Congress mus"
negative,"Rahul baba just enjoy your holiday trip to Thailand, Bangkok. You are Price of India by birth."
negative,Audio and transcript &gt;. Great shot searching through library of congress records in.
negative,Exit polls are giving edge to BJP. And your channel is showing edge to Congress !!! Wake up.
positive, Indian Youth Congress reached new heights during Bai tenure as the national Presidens tu
negative,Can Rahul help solve this murder mystery? via
negative,Congress already out of race he knows very well about this truth
negative, G ST your wife was not safe under your party regime UPA Congress and got killed.
positive,Great...Involving citizens in these Scam-free missions &amp; why Congress never did such thcans
positive,This is what we got in Sonias congress...we need a pro Hindu govt not a sicular govt to rule India
negative," After subjugating and/or weakening Congress, the AFP, PNP, CHR, COMELEC, and the Media, the Supreme Court and Constitut"
negative,Representatives in Congress to which the District would be entitled if it were
positive,"'Will Rahul probe Chidambaram's foreign assets matter?', asks Nirmala Sitharamany ha"
positive,This people r cong cyber cell.agar aap veshiya ke vaha kamkaroge to bedbu
negative,Next elections can be scheduled in the same place as that is where Congress i
negative,Retweeted Rahul Gandhi (enax s
negative, VT AVH was the Flight that Rahul Gandhi was flying in is a super luxury Private Jet. It is made by Dassault and is called
positive, Dear Election Commission while Karnataka polling is on I got a promotional campaign audio call &amp; SMS to vote CongresVoy ha
positive,"Every time the BJP wins an election, the zealots at large become even more aggressive on the ground and the RSS mor"
positive,If congress loses Karnataka it is a nail in the coffin for congress. bjp's congress mukt bharat will b
negative," Jawaharlal Nehru erased from Rajasthan Maharashtra school textbook, Congress angry"
negative, Daniel Meuser is quite possibly the biggest RINO to ever run for Congress iner .
negative," Honourable knows Modi always sides with Corrupts like Nirav Modi, Mehul Bhai etc and have no hopes from him, d in"
positive,By country he means Congress party
negative,"Unless the corrupt in Congress are brought to books by Dec this year,BJP may take it,that it will be major issue in .This is warning."
positive, Capt Amrinder Singh will not complete his year term as there is wide spread discomfort among nearly all Congress mla
positive,If congress loses Karnataka it is a nail in the coffin for congress. bjp's congress mukt bharat wil
negative,This is a ham handed $NUMBER$s retro style rigging attempt by Congress.They should go to Bengal and take some lesson
negative,We have worser politicians in the WH and congress and they are pratill
negative,By that way hand belongs to congress.
negative, Library of Congress images on my batch of going to other parts of Califor.lol
positive, Calling Sonia by her real name is abuse Rahul Gandd  the
negative,speculations holds no water and this can be seen as another gimmick by BJP to influence Rajasthan and MP voters wel
negative,I liked a video Infighting Within Karnataka Congress Siddaramaiah Not In CM Race Anymore?
negative,APC congress family of murdered businessman demands justice
negative, Shame on PM Rahul that he has not investigated till now. Senior Opposition leader Sitharaman ji is ry ha
negative, Muslim Organisations directing 'Muslims' to Vote Congress
negative,Missionaries r directing 'Christians' to Vote Congresy ha
negative," If present dispensation wanted to go for political witch hunt, half of Congress leadership would have been behind bars four y"
negative,If billionaire Khadge is dalit I am convinced all Indians are dalit. Works well for Congress narrative!
positive, The Koch brothers are spending millions to promote the tax bill ahead of the midterms. Here are the members of Conglt d
negative, Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never provideser .
negative,"Congress leaders son, others held in Audi theft - Times of India"
negative, Cowardly Representatives that are leaving congreBER$
positive,Today ysr party leader rajivreddy join Congress party at Anantapur
negative,"Karnataka exit polls 'Congress will exit from Karnataka', says BS Yeddyurappa U via"
negative,"The only man in both chambers of Congress who has under gone torture, prolonged torture, and you are gonna say to J $NUMBER$"
negative,GOOGLE = PUBLIC LAW congress !
negative, Congress on th May Vs. Congress on th ng u
negative,We have worser politicians in the WH and congress and they are pray ha
negative,Its only been years since congress voted and the president approved moving the embassy.
negative,Congress has the power to wrap it up and they must act immediately to stop the hoax and get on with !
negative,"Chris Gayle, KL Rahul and Butler are the only players who truly justified their prices."
positive,"Congress and BJP"" both parties are ruling since long time. But any party can't bring atmosphe"
negative, Most hilarious &amp; tragic joke heard since the joke of the millennium Congress made Brits leave Iress
negative, Sources had told that the then Congress Govt Home Dept had specific Intel input abouty ha
negative," Better yet, have the IRS audit every member of Congress, their spouses and staftill"
negative," As per orders issued by Rahul Gandhi, Siddaramaiah (Sidda+Rama+Iah) is likely to drop Rama from his namy ha"
negative," All Including Rahul Gandhi Very, Very Confident Of Winning Karnataka. ""Amit Shah, Modi, everybody knows BJP will not wiax s"
positive," WHAT ,DARBARI MEDIA won't tell KARNATAKA Mining Scam started under the tenure of CONGRES"
negative,"My daughter has a youth Congress thing in Boston that she may now not get to go to, I'm going to miss NIN"
positive, The NSC spying on White House staff to facilitate a political purge is a new level of crazy. Congress needs to figure ou hap
positive,Ya that's why we call him Pappu . Its Most corrupt party on eer .
negative,"Title X, Congress has legal standing to informally r"
negative,Yes. Especially the domestic communist terrorists serving in Congry ha
positive, we eed and Congress favorite Aziz Burney who authored /11 RSS conspiracy within a week of its per .
negative,"Nehru was naamdaar, made PM by Gandhiji, Modiji is kaamdaar made PM by his party,"
negative, HAMAS is running for Congresion.
